route_key,week,vessel_type_key,conflict_phase_key,freight_rate_usd_day,war_risk_premium_pct,hull_insurance_pct_value,bunker_cost_usd_mt,transit_time_days,rerouting_extra_days
4,20,3,3,18838.0,0.401,0.582,1050.0,1.2,1.3
4,20,4,3,49268.0,0.362,0.583,1154.0,1.1,1.1
5,20,1,3,84889.0,0.409,0.548,1127.0,17.5,0.6
5,20,2,3,61993.0,0.382,0.532,1134.0,15.9,1.7
5,20,3,3,38430.0,0.399,0.499,1111.0,15.1,2.4
5,20,4,3,111358.0,0.409,0.553,1143.0,15.4,1.4
6,20,1,3,61631.0,0.414,0.575,1147.0,9.9,2.7
6,20,2,3,48018.0,0.38,0.502,1162.0,9.6,2.1
6,20,3,3,32369.0,0.366,0.513,1080.0,9.4,2.4
6,20,4,3,85159.0,0.365,0.518,1133.0,9.2,1.0
7,20,1,3,46051.0,0.397,0.486,1118.0,9.2,1.8
7,20,2,3,33299.0,0.358,0.561,1156.0,9.8,2.1
7,20,3,3,22873.0,0.371,0.491,1164.0,9.2,1.8
7,20,4,3,59670.0,0.369,0.564,1073.0,9.2,1.3
8,20,1,3,74717.0,0.362,0.551,1182.0,8.6,1.7
8,20,2,3,49755.0,0.374,0.477,1148.0,8.4,2.4
8,20,3,3,36031.0,0.422,0.48,1055.0,8.9,1.6
8,20,4,3,84968.0,0.357,0.502,1138.0,8.6,1.6
9,20,1,3,42579.0,0.394,0.54,1124.0,9.2,2.3
9,20,2,3,33323.0,0.425,0.519,1179.0,9.7,2.8
9,20,3,3,22077.0,0.406,0.521,1081.0,9.4,2.6
9,20,4,3,55409.0,0.359,0.569,1100.0,9.0,2.5
10,20,1,3,48359.0,0.385,0.511,1103.0,9.9,2.8
10,20,2,3,38270.0,0.356,0.517,1108.0,9.6,2.2
10,20,3,3,23735.0,0.355,0.536,1129.0,8.5,1.4
10,20,4,3,61346.0,0.401,0.553,1128.0,8.4,1.4
1,21,1,3,58731.0,0.881,1.007,1109.0,2.5,6.9
1,21,2,3,42571.0,0.879,0.955,1086.0,2.4,8.3
1,21,3,3,28645.0,1.0,1.01,1125.0,2.5,7.9
1,21,4,3,80705.0,1.03,0.933,1171.0,2.1,6.9
2,21,1,3,55849.0,0.969,1.056,1121.0,2.3,6.4
2,21,2,3,37945.0,0.975,0.929,1062.0,2.4,8.1
2,21,3,3,26614.0,0.946,1.022,1129.0,2.1,10.7
2,21,4,3,74081.0,0.895,0.961,1125.0,2.2,10.4
3,21,1,3,64660.0,0.388,0.494,1069.0,1.1,0.7
3,21,2,3,39857.0,0.352,0.508,1054.0,1.1,0.5
3,21,3,3,28837.0,0.422,0.477,1146.0,1.2,2.5
3,21,4,3,78709.0,0.341,0.529,1122.0,1.2,2.0
4,21,1,3,35739.0,0.368,0.524,1158.0,1.1,2.0
4,21,2,3,26363.0,0.399,0.58,1167.0,1.2,0.9
4,21,3,3,19852.0,0.403,0.535,1146.0,1.1,0.5
4,21,4,3,48647.0,0.392,0.507,1109.0,1.2,2.3
5,21,1,3,78208.0,0.372,0.582,1107.0,15.9,1.4
5,21,2,3,62774.0,0.42,0.576,1099.0,14.6,1.3
5,21,3,3,43526.0,0.364,0.484,1154.0,15.3,2.5
5,21,4,3,110700.0,0.429,0.57,1170.0,15.4,1.5
6,21,1,3,66097.0,0.403,0.551,1181.0,8.6,2.4
6,21,2,3,49195.0,0.43,0.49,1179.0,9.3,2.3
6,21,3,3,34559.0,0.404,0.547,1153.0,9.9,0.7
6,21,4,3,90339.0,0.395,0.494,1091.0,8.7,2.7
7,21,1,3,48186.0,0.364,0.548,1112.0,9.9,0.8
7,21,2,3,33619.0,0.354,0.493,1118.0,10.2,0.7
7,21,3,3,26142.0,0.42,0.557,1181.0,8.8,2.6
7,21,4,3,59708.0,0.421,0.576,1136.0,8.4,1.8
8,21,1,3,74843.0,0.364,0.55,1162.0,9.2,2.0
8,21,2,3,47232.0,0.412,0.565,1052.0,8.7,1.2
8,21,3,3,34543.0,0.372,0.481,1138.0,9.9,0.6
8,21,4,3,98687.0,0.386,0.499,1129.0,8.8,1.1
9,21,1,3,45873.0,0.41,0.572,1108.0,8.9,1.9
9,21,2,3,32730.0,0.412,0.524,1176.0,9.9,2.7
9,21,3,3,21829.0,0.422,0.497,1112.0,9.1,1.4
9,21,4,3,58299.0,0.375,0.525,1095.0,9.8,2.3
10,21,1,3,50595.0,0.339,0.486,1161.0,9.5,1.2
10,21,2,3,35921.0,0.422,0.57,1084.0,8.5,2.0
10,21,3,3,26327.0,0.427,0.579,1072.0,9.4,2.3
10,21,4,3,65749.0,0.387,0.53,1069.0,8.6,1.2
1,22,1,3,58167.0,1.031,0.888,1153.0,2.3,8.1
1,22,2,3,38315.0,0.989,1.006,1136.0,2.3,4.5
1,22,3,3,26595.0,0.879,0.936,1124.0,2.4,7.0
1,22,4,3,72210.0,1.066,1.017,1178.0,2.3,1.7
2,22,1,3,50100.0,0.997,1.028,1077.0,2.5,2.4
2,22,2,3,35852.0,0.943,0.981,1074.0,2.4,7.5
2,22,3,3,26427.0,0.855,0.931,1108.0,2.3,4.4
2,22,4,3,65789.0,0.988,0.932,1153.0,2.2,10.4
3,22,1,3,66101.0,0.379,0.581,1085.0,1.1,2.4
3,22,2,3,44118.0,0.387,0.505,1125.0,1.3,0.6
3,22,3,3,31440.0,0.429,0.554,1166.0,1.3,1.6
3,22,4,3,73512.0,0.424,0.558,1091.0,1.2,0.7
4,22,1,3,40672.0,0.413,0.526,1115.0,1.1,1.2
4,22,2,3,28241.0,0.426,0.503,1119.0,1.1,1.2
4,22,3,3,20123.0,0.421,0.485,1115.0,1.1,2.0
4,22,4,3,46085.0,0.405,0.567,1180.0,1.1,0.6
5,22,1,3,84175.0,0.389,0.487,1083.0,17.0,1.6
5,22,2,3,60041.0,0.371,0.573,1174.0,16.1,2.3
5,22,3,3,44902.0,0.411,0.58,1053.0,16.6,2.8
5,22,4,3,100202.0,0.34,0.55,1128.0,15.6,0.8
6,22,1,3,71394.0,0.392,0.542,1066.0,8.7,2.2
6,22,2,3,48216.0,0.389,0.563,1138.0,9.3,2.1
6,22,3,3,32257.0,0.357,0.508,1090.0,8.4,1.8
6,22,4,3,83260.0,0.341,0.565,1127.0,9.3,0.6
7,22,1,3,51367.0,0.417,0.506,1156.0,8.5,2.0
7,22,2,3,31891.0,0.39,0.532,1079.0,8.4,1.4
7,22,3,3,26220.0,0.417,0.524,1177.0,8.5,2.3
7,22,4,3,65960.0,0.41,0.572,1082.0,8.5,1.9
8,22,1,3,65820.0,0.419,0.58,1179.0,10.1,2.6
8,22,2,3,48626.0,0.372,0.528,1142.0,10.0,2.3
8,22,3,3,32402.0,0.397,0.575,1061.0,10.1,0.6
8,22,4,3,98149.0,0.393,0.552,1174.0,9.1,0.5
9,22,1,3,47770.0,0.371,0.54,1122.0,9.7,0.6
9,22,2,3,31592.0,0.345,0.531,1099.0,8.7,1.4
9,22,3,3,21618.0,0.403,0.481,1182.0,9.8,0.6
9,22,4,3,59271.0,0.373,0.479,1098.0,9.0,0.9
10,22,1,3,53749.0,0.399,0.484,1071.0,8.5,0.9
10,22,2,3,36528.0,0.415,0.569,1179.0,8.4,1.5
10,22,3,3,24264.0,0.413,0.521,1106.0,9.6,0.9
10,22,4,3,67378.0,0.361,0.53,1125.0,9.4,1.6
1,23,1,3,61192.0,0.855,1.053,1178.0,2.3,10.5
1,23,2,3,38326.0,1.033,0.875,1074.0,2.2,6.3
1,23,3,3,30978.0,1.05,1.033,1080.0,2.4,5.8
1,23,4,3,70167.0,0.883,0.965,1178.0,2.4,8.6
2,23,1,3,50678.0,0.865,0.9,1097.0,2.2,7.1
2,23,2,3,40381.0,0.938,0.921,1073.0,2.1,3.5
2,23,3,3,26638.0,0.937,0.971,1165.0,2.2,6.3
2,23,4,3,69006.0,0.907,1.0,1053.0,2.4,2.5
3,23,1,3,65977.0,0.426,0.537,1168.0,1.2,2.6
3,23,2,3,40082.0,0.381,0.531,1068.0,1.2,1.7
3,23,3,3,31662.0,0.406,0.532,1091.0,1.1,1.8
3,23,4,3,76353.0,0.388,0.553,1140.0,1.2,2.1
4,23,1,3,40915.0,0.355,0.518,1102.0,1.2,2.1
4,23,2,3,28040.0,0.427,0.578,1096.0,1.2,0.4
4,23,3,3,20155.0,0.361,0.559,1166.0,1.3,1.0
4,23,4,3,51057.0,0.42,0.531,1056.0,1.0,1.7
5,23,1,3,89203.0,0.361,0.575,1082.0,14.8,2.1
5,23,2,3,56353.0,0.339,0.545,1083.0,16.5,1.5
5,23,3,3,39062.0,0.403,0.58,1152.0,17.3,1.1
5,23,4,3,105784.0,0.426,0.513,1166.0,17.6,1.0
6,23,1,3,65543.0,0.359,0.576,1154.0,9.0,1.7
6,23,2,3,43247.0,0.38,0.556,1057.0,8.8,1.2
6,23,3,3,32198.0,0.4,0.514,1171.0,9.0,1.1
6,23,4,3,79864.0,0.416,0.503,1105.0,8.7,2.2
7,23,1,3,48366.0,0.349,0.564,1176.0,10.0,2.5
7,23,2,3,31679.0,0.426,0.527,1057.0,9.7,1.9
7,23,3,3,23060.0,0.387,0.531,1136.0,9.4,1.7
7,23,4,3,65207.0,0.383,0.501,1053.0,9.4,2.8
8,23,1,3,73575.0,0.347,0.494,1082.0,8.4,2.5
8,23,2,3,45509.0,0.381,0.492,1159.0,9.2,0.5
8,23,3,3,35799.0,0.366,0.534,1066.0,9.3,1.2
8,23,4,3,86961.0,0.429,0.53,1106.0,8.6,0.5
9,23,1,3,48056.0,0.34,0.482,1115.0,9.2,2.8
9,23,2,3,30089.0,0.36,0.56,1070.0,9.1,2.1
9,23,3,3,23677.0,0.372,0.54,1101.0,8.9,0.9
9,23,4,3,58483.0,0.349,0.54,1161.0,8.4,1.0
10,23,1,3,48838.0,0.374,0.567,1150.0,9.0,1.6
10,23,2,3,36481.0,0.397,0.529,1108.0,9.0,1.5
10,23,3,3,25067.0,0.367,0.496,1060.0,9.0,2.3
10,23,4,3,70044.0,0.344,0.551,1059.0,8.7,1.0
1,24,1,3,56151.0,0.852,0.897,1146.0,2.3,3.8
1,24,2,3,38730.0,0.962,0.944,1078.0,2.1,6.0
1,24,3,3,30921.0,0.856,0.996,1087.0,2.3,9.2
1,24,4,3,76705.0,0.856,1.058,1082.0,2.4,1.9
2,24,1,3,50593.0,1.008,0.95,1161.0,2.3,3.8
2,24,2,3,37978.0,0.918,0.996,1159.0,2.3,5.8
2,24,3,3,28239.0,1.038,0.963,1131.0,2.3,9.4
2,24,4,3,74873.0,0.93,1.067,1130.0,2.1,3.1
3,24,1,3,57492.0,0.409,0.561,1093.0,1.1,1.5
3,24,2,3,42430.0,0.39,0.564,1175.0,1.1,2.0
3,24,3,3,31839.0,0.393,0.492,1099.0,1.0,0.6
3,24,4,3,86106.0,0.429,0.536,1166.0,1.1,1.7
4,24,1,3,36222.0,0.375,0.58,1117.0,1.2,1.7
4,24,2,3,28709.0,0.379,0.545,1136.0,1.1,1.8
4,24,3,3,19579.0,0.42,0.477,1119.0,1.2,2.6
4,24,4,3,48700.0,0.419,0.541,1127.0,1.2,2.1
5,24,1,3,82472.0,0.43,0.543,1137.0,17.5,1.6
5,24,2,3,59251.0,0.416,0.55,1086.0,16.9,0.7
5,24,3,3,39559.0,0.361,0.485,1057.0,15.2,2.4
5,24,4,3,101434.0,0.418,0.489,1105.0,15.1,2.6
6,24,1,3,70424.0,0.424,0.538,1175.0,10.0,0.8
6,24,2,3,50070.0,0.361,0.561,1052.0,9.1,0.8
6,24,3,3,33648.0,0.425,0.526,1136.0,8.8,1.8
6,24,4,3,87607.0,0.394,0.563,1137.0,10.2,2.1
7,24,1,3,50016.0,0.375,0.484,1180.0,8.8,2.4
7,24,2,3,35638.0,0.356,0.527,1127.0,8.9,0.8
7,24,3,3,25199.0,0.412,0.487,1075.0,8.8,2.6
7,24,4,3,63553.0,0.41,0.5,1106.0,9.3,0.4
8,24,1,3,69294.0,0.402,0.551,1178.0,10.1,2.1
8,24,2,3,52480.0,0.41,0.578,1148.0,9.8,2.1
8,24,3,3,34078.0,0.426,0.495,1181.0,8.8,2.0
8,24,4,3,88020.0,0.424,0.542,1133.0,9.4,0.8
9,24,1,3,47686.0,0.419,0.549,1064.0,9.8,2.6
9,24,2,3,30395.0,0.417,0.58,1120.0,8.6,1.2
9,24,3,3,22955.0,0.375,0.521,1179.0,9.9,2.1
9,24,4,3,55689.0,0.343,0.546,1182.0,9.3,2.1
10,24,1,3,51487.0,0.387,0.552,1162.0,9.8,2.1
10,24,2,3,37289.0,0.42,0.554,1074.0,9.0,0.4
10,24,3,3,24431.0,0.416,0.529,1088.0,8.4,2.0
10,24,4,3,61871.0,0.383,0.493,1118.0,9.1,1.2
1,25,1,3,53975.0,0.988,0.895,1099.0,2.2,9.5
1,25,2,3,40757.0,0.865,0.973,1107.0,2.1,9.4
1,25,3,3,30452.0,0.854,0.882,1056.0,2.5,10.4
1,25,4,3,71659.0,0.958,0.903,1071.0,2.5,8.3
2,25,1,3,55386.0,0.991,0.996,1148.0,2.5,6.6
2,25,2,3,38245.0,0.909,0.989,1115.0,2.4,8.6
2,25,3,3,27596.0,1.004,0.939,1112.0,2.3,8.6
2,25,4,3,66771.0,1.025,0.874,1172.0,2.4,8.6
3,25,1,3,64332.0,0.379,0.501,1052.0,1.1,2.5
3,25,2,3,45672.0,0.346,0.574,1073.0,1.2,0.5
3,25,3,3,28848.0,0.343,0.529,1090.0,1.2,1.7
3,25,4,3,82198.0,0.353,0.515,1069.0,1.0,0.9
4,25,1,3,38572.0,0.372,0.58,1098.0,1.1,2.6
4,25,2,3,24906.0,0.393,0.56,1137.0,1.3,2.3
4,25,3,3,19201.0,0.386,0.557,1111.0,1.1,1.2
4,25,4,3,48595.0,0.353,0.525,1069.0,1.1,1.9
5,25,1,3,79984.0,0.427,0.534,1120.0,16.3,1.1
5,25,2,3,56037.0,0.339,0.534,1104.0,14.8,1.1
5,25,3,3,40893.0,0.348,0.512,1166.0,16.2,0.8
5,25,4,3,109790.0,0.38,0.536,1053.0,14.8,1.6
6,25,1,3,65521.0,0.375,0.478,1109.0,9.6,0.8
6,25,2,3,48554.0,0.361,0.576,1050.0,9.2,0.4
6,25,3,3,35861.0,0.34,0.517,1069.0,8.5,1.6
6,25,4,3,93432.0,0.353,0.513,1156.0,9.7,2.1
7,25,1,3,50506.0,0.389,0.565,1059.0,9.2,2.3
7,25,2,3,31396.0,0.389,0.564,1111.0,8.4,1.6
7,25,3,3,24811.0,0.411,0.536,1147.0,9.7,1.2
7,25,4,3,60987.0,0.376,0.516,1146.0,8.6,0.4
8,25,1,3,69180.0,0.368,0.499,1152.0,9.3,0.6
8,25,2,3,47254.0,0.389,0.576,1093.0,8.6,0.5
8,25,3,3,37164.0,0.346,0.576,1081.0,9.6,2.4
8,25,4,3,94059.0,0.41,0.566,1087.0,9.7,2.5
9,25,1,3,46767.0,0.381,0.529,1170.0,10.1,2.5
9,25,2,3,31055.0,0.426,0.535,1098.0,8.9,1.7
9,25,3,3,23442.0,0.35,0.488,1148.0,9.1,1.8
9,25,4,3,57854.0,0.42,0.545,1083.0,8.8,0.5
10,25,1,3,54417.0,0.358,0.578,1181.0,8.5,2.0
10,25,2,3,34940.0,0.372,0.491,1065.0,9.2,1.3
10,25,3,3,25603.0,0.414,0.571,1057.0,9.0,0.5
10,25,4,3,63984.0,0.37,0.553,1170.0,9.4,1.0
1,26,1,3,61451.0,1.005,0.987,1183.0,2.5,10.1
1,26,2,3,41606.0,1.054,0.924,1116.0,2.3,2.6
1,26,3,3,27506.0,0.845,1.005,1051.0,2.5,3.9
1,26,4,3,70091.0,0.859,0.884,1083.0,2.2,10.9
2,26,1,3,49857.0,0.891,0.963,1056.0,2.3,7.6
2,26,2,3,39333.0,0.943,1.02,1052.0,2.4,2.5
2,26,3,3,25146.0,0.957,0.928,1124.0,2.4,8.4
2,26,4,3,66578.0,0.964,0.972,1161.0,2.2,3.8
3,26,1,3,60878.0,0.411,0.499,1089.0,1.2,2.1
3,26,2,3,39755.0,0.424,0.529,1176.0,1.1,1.4
3,26,3,3,30246.0,0.347,0.549,1128.0,1.2,1.7
3,26,4,3,74119.0,0.369,0.553,1122.0,1.1,0.8
4,26,1,3,39370.0,0.369,0.513,1094.0,1.2,2.0
4,26,2,3,25446.0,0.424,0.536,1053.0,1.2,1.0
4,26,3,3,20045.0,0.352,0.48,1092.0,1.2,1.2
4,26,4,3,49835.0,0.368,0.546,1078.0,1.1,2.4
5,26,1,3,83271.0,0.352,0.544,1079.0,15.3,1.5
5,26,2,3,56049.0,0.402,0.512,1075.0,17.2,1.5
5,26,3,3,39885.0,0.401,0.568,1163.0,16.1,1.6
5,26,4,3,99811.0,0.382,0.539,1102.0,17.2,1.5
6,26,1,3,62023.0,0.373,0.576,1154.0,9.1,1.8
6,26,2,3,46049.0,0.409,0.563,1094.0,9.9,1.6
6,26,3,3,33272.0,0.408,0.559,1141.0,9.1,1.8
6,26,4,3,82559.0,0.382,0.505,1107.0,8.9,0.6
7,26,1,3,52145.0,0.421,0.549,1138.0,9.3,1.6
7,26,2,3,34131.0,0.403,0.504,1133.0,9.8,0.7
7,26,3,3,22898.0,0.375,0.569,1061.0,9.8,0.9
7,26,4,3,60484.0,0.343,0.561,1058.0,9.9,2.2
8,26,1,3,65080.0,0.418,0.535,1073.0,9.5,2.3
8,26,2,3,46913.0,0.396,0.533,1178.0,8.8,2.7
8,26,3,3,33764.0,0.424,0.557,1059.0,9.3,0.8
8,26,4,3,87076.0,0.34,0.495,1125.0,8.9,0.4
9,26,1,3,42269.0,0.344,0.569,1153.0,8.4,1.6
9,26,2,3,31586.0,0.395,0.506,1091.0,8.9,1.8
9,26,3,3,23348.0,0.406,0.572,1144.0,10.1,1.3
9,26,4,3,59455.0,0.368,0.572,1113.0,9.8,0.7
10,26,1,3,49161.0,0.369,0.548,1130.0,10.2,1.1
10,26,2,3,37776.0,0.429,0.58,1097.0,10.2,2.5
10,26,3,3,25338.0,0.382,0.551,1171.0,9.3,0.5
10,26,4,3,64113.0,0.379,0.482,1153.0,9.2,0.7
1,27,1,3,55063.0,0.951,0.99,1104.0,2.5,9.2
1,27,2,3,41318.0,1.049,0.898,1075.0,2.3,3.1
1,27,3,3,27191.0,1.049,1.022,1096.0,2.1,3.8
1,27,4,3,69163.0,1.068,0.993,1111.0,2.4,3.8
2,27,1,3,57929.0,1.072,0.884,1082.0,2.4,6.3
2,27,2,3,36016.0,0.944,0.949,1182.0,2.3,7.4
2,27,3,3,27086.0,0.984,0.934,1148.0,2.5,4.8
2,27,4,3,70049.0,0.993,0.909,1076.0,2.3,8.9
3,27,1,3,59773.0,0.409,0.509,1120.0,1.1,0.8
3,27,2,3,42102.0,0.34,0.482,1179.0,1.1,0.8
3,27,3,3,31320.0,0.428,0.496,1053.0,1.2,1.6
3,27,4,3,84049.0,0.421,0.497,1097.0,1.1,1.8
4,27,1,3,39565.0,0.344,0.487,1059.0,1.2,0.4
4,27,2,3,28183.0,0.362,0.565,1170.0,1.2,0.9
4,27,3,3,20687.0,0.347,0.503,1163.0,1.2,0.8
4,27,4,3,45990.0,0.4,0.503,1081.0,1.2,1.6
5,27,1,3,81560.0,0.384,0.488,1110.0,15.6,1.3
5,27,2,3,58288.0,0.402,0.522,1150.0,14.8,2.1
5,27,3,3,41850.0,0.365,0.575,1068.0,16.6,0.8
5,27,4,3,116651.0,0.365,0.498,1174.0,15.5,1.3
6,27,1,3,65578.0,0.376,0.555,1098.0,8.7,2.2
6,27,2,3,48525.0,0.424,0.486,1179.0,9.1,2.1
6,27,3,3,35938.0,0.352,0.502,1152.0,9.4,1.5
6,27,4,3,79980.0,0.384,0.572,1122.0,9.0,1.5
7,27,1,3,51950.0,0.401,0.491,1175.0,9.9,2.3
7,27,2,3,35605.0,0.398,0.54,1183.0,8.6,2.2
7,27,3,3,23758.0,0.387,0.546,1114.0,9.6,2.6
7,27,4,3,59408.0,0.363,0.545,1149.0,8.9,1.8
8,27,1,3,69982.0,0.367,0.498,1088.0,9.7,1.7
8,27,2,3,46011.0,0.367,0.565,1144.0,9.6,2.4
8,27,3,3,35927.0,0.356,0.485,1090.0,8.5,0.8
8,27,4,3,92731.0,0.406,0.528,1166.0,8.8,1.1
9,27,1,3,46044.0,0.352,0.517,1139.0,9.1,1.8
9,27,2,3,31536.0,0.356,0.572,1109.0,8.8,2.4
9,27,3,3,23039.0,0.403,0.499,1064.0,10.2,2.7
9,27,4,3,57735.0,0.368,0.581,1081.0,8.6,1.8
10,27,1,3,54326.0,0.42,0.485,1105.0,10.0,1.7
10,27,2,3,38153.0,0.354,0.501,1146.0,9.4,2.7
10,27,3,3,26859.0,0.398,0.575,1075.0,9.4,0.5
10,27,4,3,64473.0,0.356,0.574,1086.0,10.0,1.4
1,28,1,4,58919.0,1.291,1.274,1333.0,2.5,3.8
1,28,2,4,46230.0,1.322,1.393,1326.0,2.6,8.5
1,28,3,4,31428.0,1.314,1.197,1309.0,2.4,11.9
1,28,4,4,87330.0,1.595,1.316,1363.0,2.5,5.1
2,28,1,4,60362.0,1.277,1.46,1393.0,2.4,11.0
2,28,2,4,38507.0,1.518,1.435,1379.0,2.4,14.8
2,28,3,4,31257.0,1.591,1.419,1403.0,2.5,15.1
2,28,4,4,81817.0,1.531,1.333,1364.0,2.6,9.0
3,28,1,4,72858.0,0.639,0.62,1398.0,1.2,3.8
3,28,2,4,44057.0,0.588,0.609,1443.0,1.3,3.5
3,28,3,4,34743.0,0.554,0.729,1403.0,1.3,4.2
3,28,4,4,85054.0,0.597,0.691,1325.0,1.3,1.4
4,28,1,4,42741.0,0.53,0.696,1433.0,1.2,2.7
4,28,2,4,32164.0,0.592,0.683,1362.0,1.3,0.9
4,28,3,4,22989.0,0.556,0.678,1365.0,1.3,1.9
4,28,4,4,54552.0,0.616,0.689,1353.0,1.2,1.3
5,28,1,4,95093.0,0.642,0.607,1378.0,17.4,2.2
5,28,2,4,64881.0,0.557,0.606,1336.0,16.3,3.3
5,28,3,4,46983.0,0.618,0.619,1434.0,17.3,3.9
5,28,4,4,118942.0,0.594,0.711,1419.0,16.4,2.1
6,28,1,4,68009.0,0.593,0.68,1359.0,9.2,3.2
6,28,2,4,55075.0,0.529,0.653,1283.0,9.5,0.6
6,28,3,4,35523.0,0.519,0.633,1336.0,9.4,3.7
6,28,4,4,103649.0,0.55,0.605,1284.0,9.9,3.1
7,28,1,4,54297.0,0.626,0.734,1296.0,9.7,2.0
7,28,2,4,40222.0,0.551,0.729,1399.0,10.7,2.2
7,28,3,4,25079.0,0.522,0.675,1372.0,9.4,3.2
7,28,4,4,66969.0,0.597,0.73,1374.0,10.7,0.7
8,28,1,4,77231.0,0.55,0.733,1317.0,9.8,3.2
8,28,2,4,52334.0,0.534,0.723,1346.0,10.7,0.6
8,28,3,4,42140.0,0.6,0.659,1384.0,10.5,3.8
8,28,4,4,97751.0,0.611,0.728,1360.0,9.1,1.4
9,28,1,4,50774.0,0.562,0.648,1351.0,10.1,2.9
9,28,2,4,33993.0,0.611,0.651,1291.0,10.7,0.9
9,28,3,4,23242.0,0.596,0.665,1402.0,9.5,3.3
9,28,4,4,64252.0,0.509,0.728,1370.0,9.2,1.1
10,28,1,4,56919.0,0.525,0.677,1292.0,10.5,3.8
10,28,2,4,42125.0,0.565,0.626,1390.0,9.0,1.9
10,28,3,4,30094.0,0.579,0.639,1408.0,10.5,1.2
10,28,4,4,70135.0,0.521,0.628,1362.0,10.3,3.8
1,29,1,4,64357.0,1.454,1.381,1438.0,2.4,4.4
1,29,2,4,43505.0,1.27,1.312,1334.0,2.7,12.9
1,29,3,4,31713.0,1.405,1.225,1308.0,2.2,10.9
1,29,4,4,79956.0,1.504,1.413,1304.0,2.7,4.9
2,29,1,4,55423.0,1.457,1.411,1377.0,2.4,16.2
2,29,2,4,38476.0,1.423,1.405,1311.0,2.5,6.6
2,29,3,4,30738.0,1.465,1.222,1318.0,2.7,15.8
2,29,4,4,72562.0,1.35,1.421,1311.0,2.3,4.5
3,29,1,4,68497.0,0.617,0.69,1394.0,1.3,1.7
3,29,2,4,44036.0,0.53,0.699,1310.0,1.4,3.9
3,29,3,4,35280.0,0.591,0.627,1355.0,1.1,1.7
3,29,4,4,88877.0,0.585,0.623,1427.0,1.4,3.7
4,29,1,4,43478.0,0.549,0.625,1402.0,1.4,1.9
4,29,2,4,31104.0,0.543,0.612,1367.0,1.3,2.9
4,29,3,4,21430.0,0.614,0.701,1398.0,1.2,2.3
4,29,4,4,54682.0,0.543,0.637,1373.0,1.1,3.9
5,29,1,4,94782.0,0.545,0.726,1294.0,18.6,3.7
5,29,2,4,68044.0,0.526,0.64,1443.0,17.3,1.5
5,29,3,4,49128.0,0.62,0.736,1293.0,16.6,1.0
5,29,4,4,111199.0,0.637,0.726,1297.0,18.1,3.7
6,29,1,4,75639.0,0.559,0.729,1344.0,9.5,1.2
6,29,2,4,53329.0,0.537,0.722,1374.0,9.6,2.0
6,29,3,4,39520.0,0.518,0.709,1288.0,10.2,2.4
6,29,4,4,101388.0,0.585,0.705,1374.0,9.5,1.6
7,29,1,4,55572.0,0.589,0.67,1323.0,10.3,2.7
7,29,2,4,35953.0,0.603,0.664,1314.0,10.5,4.0
7,29,3,4,26711.0,0.532,0.695,1328.0,9.5,0.9
7,29,4,4,67096.0,0.635,0.712,1384.0,9.6,3.3
8,29,1,4,82316.0,0.642,0.603,1391.0,10.7,3.0
8,29,2,4,51141.0,0.638,0.611,1323.0,9.1,1.6
8,29,3,4,36290.0,0.522,0.724,1368.0,10.6,1.8
8,29,4,4,108407.0,0.586,0.604,1300.0,9.2,3.0
9,29,1,4,52862.0,0.616,0.727,1296.0,8.9,3.8
9,29,2,4,34663.0,0.555,0.623,1401.0,9.1,2.5
9,29,3,4,23027.0,0.618,0.672,1300.0,10.0,3.2
9,29,4,4,60646.0,0.59,0.663,1394.0,9.8,2.6
10,29,1,4,53118.0,0.583,0.611,1410.0,9.8,3.7
10,29,2,4,42572.0,0.553,0.603,1324.0,9.8,1.5
10,29,3,4,28145.0,0.594,0.629,1336.0,9.6,3.4
10,29,4,4,73839.0,0.556,0.692,1301.0,9.4,1.7
1,30,1,4,65830.0,1.445,1.219,1296.0,2.5,14.7
1,30,2,4,47064.0,1.603,1.424,1353.0,2.4,5.1
1,30,3,4,32212.0,1.494,1.263,1345.0,2.5,7.0
1,30,4,4,87807.0,1.472,1.43,1437.0,2.3,15.0
2,30,1,4,56792.0,1.408,1.374,1415.0,2.6,12.1
2,30,2,4,41238.0,1.433,1.292,1305.0,2.3,9.8
2,30,3,4,30154.0,1.336,1.445,1414.0,2.7,12.6
2,30,4,4,75633.0,1.407,1.397,1337.0,2.3,3.5
3,30,1,4,70288.0,0.621,0.7,1330.0,1.3,3.6
3,30,2,4,44666.0,0.538,0.657,1402.0,1.1,1.6
3,30,3,4,33340.0,0.633,0.734,1372.0,1.2,2.2
3,30,4,4,89361.0,0.578,0.729,1409.0,1.1,2.9
4,30,1,4,40276.0,0.592,0.636,1326.0,1.3,2.9
4,30,2,4,29501.0,0.562,0.679,1389.0,1.2,1.9
4,30,3,4,22002.0,0.569,0.721,1371.0,1.1,1.1
4,30,4,4,51818.0,0.621,0.705,1323.0,1.3,2.5
5,30,1,4,94042.0,0.605,0.704,1294.0,16.9,3.1
5,30,2,4,61119.0,0.602,0.638,1285.0,18.4,1.1
5,30,3,4,45385.0,0.613,0.684,1326.0,16.4,3.6
5,30,4,4,114309.0,0.634,0.605,1436.0,19.1,1.0
6,30,1,4,71653.0,0.54,0.606,1313.0,10.3,0.9
6,30,2,4,55643.0,0.605,0.654,1424.0,10.9,4.2
6,30,3,4,38858.0,0.518,0.657,1389.0,9.8,2.0
